user_id,cluster_hdbscan,cluster_fuzzy,fuzzy_confidence,progression_flag,host_lane,expected_dollars_per_hour,priority_score
A31255,-1,0,0.6827203630331685,DOWNGRADE,RETENTION,1894.5333333333335,1714.204278866865
A30057,-1,0,0.4285435818659131,UPGRADE,GROWTH,2060.5,1707.254215130414
A589,-1,0,0.3165608408980588,UPGRADE,GROWTH,2116.4,1682.4708091029954
A29993,-1,3,0.9553010575305264,DOWNGRADE,RETENTION,1701.6000000000001,1678.7820838481832
A4418,-1,0,0.7517365933300835,DOWNGRADE,RETENTION,1794.8666666666668,1661.1867527111835
A13225,-1,0,0.4292233473433095,UPGRADE,GROWTH,1906.45,1580.0028551627959
A36512,-1,3,0.9875791408663582,DOWNGRADE,RETENTION,1585.3333333333333,1579.4259727293731
A15309,-1,0,0.6239279122232241,UPGRADE,GROWTH,1729.0,1533.9314080701863
A6675,-1,3,0.6629929428821936,UPGRADE,GROWTH,1702.0,1529.9241966356478
A2519,-1,0,0.7825798064350927,DOWNGRADE,RETENTION,1612.0,1506.8555943920107
A28976,-1,0,0.3182635963460125,UPGRADE,GROWTH,1893.45,1506.199861950407
A11962,-1,0,0.7973805760491335,DOWNGRADE,RETENTION,1592.0666666666666,1495.2915773992536
A4756,-1,1,0.2692584675599416,UPGRADE,GROWTH,1909.7,1491.050868649766
A10273,-1,3,0.9188886817098804,DOWNGRADE,RETENTION,1504.2666666666667,1467.6627509487014
A37276,-1,0,0.6557521606403286,UPGRADE,GROWTH,1602.25,1436.77866981579
A43180,-1,1,0.2792389205026525,UPGRADE,GROWTH,1818.7,1425.4455474154522
A50314,-1,1,0.2681630613099439,UPGRADE,GROWTH,1805.7,1409.2566119422097
A1725,-1,0,0.6836907775736992,DOWNGRADE,RETENTION,1544.3999999999999,1397.8476110654462
A5974,-1,3,0.8097007893595671,UPGRADE,GROWTH,1464.8000000000002,1381.1749148761683
A49454,-1,0,0.3550443027870492,UPGRADE,GROWTH,1699.1000000000001,1370.3467324596425
A2194,-1,1,0.3025222417478963,UPGRADE,GROWTH,1615.9,1277.7837071321278
A14281,-1,0,0.3980543724273864,UPGRADE,GROWTH,1510.6000000000001,1237.810280496643
A37368,-1,0,0.6812956703788551,DOWNGRADE,RETENTION,1358.0666666666668,1228.2201486924198
A265,-1,1,0.3214369254236469,UPGRADE,GROWTH,1500.2,1194.8059026561664
A50344,-1,1,0.3468101715276857,UPGRADE,GROWTH,1467.7,1180.0939866253552
A10510,-1,0,0.3924710602987526,UPGRADE,GROWTH,1441.7,1178.9376582898135
A34144,-1,3,0.97621616493852,UPGRADE,GROWTH,1171.6000000000001,1163.2404576525912
A40484,-1,0,0.6704093730416106,UPGRADE,GROWTH,1270.1000000000001,1144.516083410045
A17484,-1,0,0.5593959763513958,DOWNGRADE,RETENTION,1293.9333333333334,1122.899663433418
A40322,-1,0,0.425106352272844,UPGRADE,GROWTH,1348.1000000000001,1115.5957620497063
A43695,-1,0,0.3432301080997242,UPGRADE,GROWTH,1389.05,1115.3641344967766
A37635,-1,0,0.5909624942381968,DOWNGRADE,RETENTION,1270.5333333333333,1114.6245976371642
A1062,-1,3,0.4836999837161383,UPGRADE,GROWTH,1307.8000000000002,1105.2348516111897
A25298,-1,0,0.5884783721491811,DOWNGRADE,RETENTION,1254.0666666666668,1099.2439998366317
A8164,-1,3,0.5668277761773832,DOWNGRADE,RETENTION,1237.6000000000001,1076.771816739139
A16081,-1,0,0.2949546043689556,UPGRADE,GROWTH,1345.5,1060.9084260535287
A16316,-1,0,0.3593742833061105,UPGRADE,GROWTH,1311.7,1059.6073742237875
A50655,-1,0,0.5726781435251233,UPGRADE,GROWTH,1209.0,1054.0103626565622
A53915,-1,0,0.7509910817894742,UPGRADE,GROWTH,1103.05,1020.6492138303638
A9874,-1,0,0.3573399320520093,UPGRADE,GROWTH,1255.15,1013.1595647145238
A25612,-1,0,0.5062870719383304,UPGRADE,GROWTH,1184.3,1008.8887337889694
A795,-1,3,0.4880527007545233,DOWNGRADE,RETENTION,1188.0,1005.5419825489121
A5382,-1,0,0.5946938097144904,UPGRADE,GROWTH,1134.25,996.3344361005982
A50884,-1,0,0.4942370816012055,UPGRADE,GROWTH,1173.25,995.2340967965843
A8714,-1,3,0.7904041175117307,UPGRADE,GROWTH,1041.6000000000001,976.1054786400657
A27081,-1,0,0.4270597408898076,DOWNGRADE,RETENTION,1178.6666666666667,976.0749910453027
A51933,-1,0,0.6693751159443662,UPGRADE,GROWTH,1075.75,969.0490842931455
A2510,-1,1,0.301214401592477,UPGRADE,GROWTH,1209.0,955.5504634575914
A2689,-1,3,0.3228933601717402,UPGRADE,GROWTH,1185.4,944.6073367442743
A42798,-1,0,0.5915732091122101,UPGRADE,GROWTH,1050.4,921.6965496554398
A39703,-1,1,0.4394042217264922,UPGRADE,GROWTH,1092.65,908.8895068608356
A26238,-1,0,0.6753166745203375,UPGRADE,GROWTH,1004.9000000000001,907.0177178676462
A52737,-1,0,0.6380227023486565,UPGRADE,GROWTH,1005.5500000000001,896.3541185040075
A29762,-1,0,0.550197203283611,UPGRADE,GROWTH,1033.5,894.0386428780836
A53500,-1,1,0.4660716056450835,UPGRADE,GROWTH,1051.05,882.6943683339794
A42776,-1,0,0.4731897589567008,UPGRADE,GROWTH,1039.3500000000001,875.0879327914943
A17452,-1,0,0.4931577302523255,UPGRADE,GROWTH,1024.4,868.6372336611447
A43690,-1,0,0.5599825986760392,UPGRADE,GROWTH,1000.35,868.2985777756727
A12628,-1,0,0.512868091440036,UPGRADE,GROWTH,1010.75,863.0394270269048
A120,-1,3,0.468227289900922,DOWNGRADE,RETENTION,1013.1333333333333,851.5063358258195
A29980,-1,5,0.351659401255913,DOWNGRADE,RETENTION,1053.0,848.1892048567429
A11153,-1,1,0.5034203661635155,UPGRADE,GROWTH,995.8000000000001,847.4518001876886
A2675,-1,3,0.3075136424482033,DOWNGRADE,RETENTION,1069.3333333333333,847.1837098307168
A6507,-1,1,0.4270535214618711,UPGRADE,GROWTH,1017.9000000000001,842.9393338488115
A53699,-1,0,0.3992309711576459,UPGRADE,GROWTH,1025.05,840.3045120955434
A9135,0,5,0.3664111236104637,DOWNGRADE,RETENTION,1037.4,840.2144698900485
A46054,-1,0,0.3093217445560868,UPGRADE,GROWTH,1052.3500000000001,834.2994213650794
A768,-1,3,0.3007975639437544,DOWNGRADE,RETENTION,1053.6000000000001,832.596094011342
A28309,-1,0,0.3023502460003454,DOWNGRADE,RETENTION,1051.2,831.1891735786689
A16197,-1,1,0.3917328725919564,DOWNGRADE,RETENTION,1015.7333333333335,830.3821742695543
A51587,-1,0,0.6301082961989778,UPGRADE,GROWTH,932.75,829.245053983879
A28799,-1,3,0.4887912165709311,DOWNGRADE,RETENTION,977.3866666666668,827.4920720247288
A29700,-1,0,0.3140450966904436,DOWNGRADE,RETENTION,1037.6000000000001,824.0759576978013
A27726,-1,5,0.394365969610578,DOWNGRADE,RETENTION,1003.6,821.2557061303528
A20763,-1,5,0.3924660739394553,DOWNGRADE,RETENTION,1001.0,818.5575620040185
A9808,-1,0,0.3513329660389177,UPGRADE,GROWTH,1009.45,813.0109187703957
A30189,-1,0,0.4482935360775317,UPGRADE,GROWTH,965.9,806.0320179491863
A9328,-1,5,0.3940652932550923,DOWNGRADE,RETENTION,983.6666666666666,804.8553347062443
A16684,-1,0,0.3593422134503369,DOWNGRADE,RETENTION,980.8000000000001,792.2928528856271
A40445,-1,0,0.365339590650737,UPGRADE,GROWTH,977.6,791.4667951460481
A21351,-1,0,0.3641893756793182,DOWNGRADE,RETENTION,976.5333333333334,790.2662528323465
A36463,0,5,0.4259736137277954,DOWNGRADE,RETENTION,946.4000000000001,783.4224284095957
A28186,-1,0,0.4053652007780606,DOWNGRADE,RETENTION,921.6,757.1953707111181
A24026,-1,0,0.4918058635282518,UPGRADE,GROWTH,881.4,747.0233064341403
A50206,-1,0,0.404032982474316,UPGRADE,GROWTH,908.0500000000001,745.6996449207409
A20259,-1,1,0.3737329936060445,UPGRADE,GROWTH,915.85,743.7800086582287
A54429,-1,1,0.4832283808662534,UPGRADE,GROWTH,878.15,742.00910079731
A10251,-1,0,0.359707418286577,UPGRADE,GROWTH,885.95,715.7698361692978
A43130,-1,0,0.4514983424344817,UPGRADE,GROWTH,854.75,714.100462458762
A29855,-1,0,0.4812250678917755,UPGRADE,GROWTH,845.65,714.0393935988039
A684,-1,0,0.281620288307531,UPGRADE,GROWTH,904.8000000000001,709.8030110581963
A14160,-1,0,0.4654530356112416,DOWNGRADE,RETENTION,844.2666666666668,708.876611526282
A20178,-1,0,0.4007749083204179,DOWNGRADE,RETENTION,860.0,705.3999263466677
A3484,-1,3,0.3639973817751135,UPGRADE,GROWTH,859.4000000000001,695.4258049692597
A794,-1,0,0.4093879217888466,UPGRADE,GROWTH,843.0500000000001,693.6753462392262
A39592,-1,0,0.3916724195255021,UPGRADE,GROWTH,845.0,690.7889583497148
A28384,0,5,0.6177146088984717,DOWNGRADE,RETENTION,773.0666666666667,684.4070387624002
A21282,-1,0,0.5425908233230868,DOWNGRADE,RETENTION,792.8000000000001,684.0098014191631
A22896,-1,0,0.5593297258956674,DOWNGRADE,RETENTION,768.0,666.4695688463618
A37909,-1,1,0.3522714034382846,DOWNGRADE,RETENTION,825.9333333333334,665.4391416772716
A11820,-1,0,0.2791952530603083,UPGRADE,GROWTH,841.75,659.7287812790543
A5222,-1,0,0.351095049168966,UPGRADE,GROWTH,813.8000000000001,655.3763453041114
A19032,-1,1,0.3250166968096108,UPGRADE,GROWTH,820.3000000000001,654.1933589178772
A15324,-1,0,0.3320185923090094,UPGRADE,GROWTH,816.4,652.7979936283225
A10905,-1,0,0.3620931913397806,UPGRADE,GROWTH,806.0,651.754133665959
A46905,-1,1,0.2886622468582648,UPGRADE,GROWTH,824.85,648.8259162963119
A29185,-1,1,0.5961276916212689,UPGRADE,GROWTH,721.5,634.0818388514236
A52357,0,5,0.6812100621361343,DOWNGRADE,RETENTION,695.0666666666667,628.5925888232935
A27554,-1,0,0.6018776024734133,DOWNGRADE,RETENTION,710.4000000000001,625.5521546391338
A255,-1,0,0.690527641132362,DOWNGRADE,RETENTION,685.8666666666667,622.1896341060615
A858,-1,3,0.8468542650824734,DOWNGRADE,RETENTION,651.6533333333334,621.7139547398966
A41898,-1,3,0.8718605942426612,DOWNGRADE,RETENTION,637.6533333333334,613.1407775695775
A35428,-1,0,0.597029037387404,DOWNGRADE,RETENTION,687.4666666666667,604.3579353374448
A16070,-1,5,0.6514072178275855,DOWNGRADE,RETENTION,656.9333333333333,588.2326678227938
A20359,-1,0,0.7072025277428465,DOWNGRADE,RETENTION,637.8666666666667,581.8369423755378
A27125,-1,0,0.8453272982081187,DOWNGRADE,RETENTION,582.1333333333333,555.1212926923992
A9999,2,4,0.9438730822348712,MAINTAIN,MONITOR,0.0,0.0
A1000,1,2,0.5922064855130594,MAINTAIN,MONITOR,0.0,0.0
A10000,2,4,0.9383137129274816,MAINTAIN,MONITOR,0.0,0.0
A10001,-1,4,0.6307222806391283,MAINTAIN,MONITOR,0.0,0.0
A10004,1,4,0.7890216820822559,MAINTAIN,MONITOR,0.0,0.0
A9964,1,4,0.4824809015120132,MAINTAIN,MONITOR,0.0,0.0
A9963,0,4,0.8736935441907409,MAINTAIN,MONITOR,0.0,0.0
A9961,0,5,0.8423497348731614,MAINTAIN,MONITOR,0.0,0.0
A996,1,4,0.4773903472557629,MAINTAIN,MONITOR,0.0,0.0
A9959,1,4,0.7557454893611639,MAINTAIN,MONITOR,0.0,0.0
A9957,-1,5,0.6139223962007859,MAINTAIN,MONITOR,0.0,0.0
A9956,-1,4,0.4741221050812192,MAINTAIN,MONITOR,0.0,0.0
A9955,-1,5,0.6666561213259491,MAINTAIN,MONITOR,0.0,0.0
A9954,2,5,0.8895895362089025,MAINTAIN,MONITOR,0.0,0.0
A9953,1,5,0.5981843943825612,MAINTAIN,MONITOR,0.0,0.0
A9951,1,4,0.8827687298395774,MAINTAIN,MONITOR,0.0,0.0
A9950,1,4,0.9344626255917656,MAINTAIN,MONITOR,0.0,0.0
A9949,2,5,0.6177504077652411,MAINTAIN,MONITOR,0.0,0.0
A9945,0,5,0.6799765411556663,MAINTAIN,MONITOR,0.0,0.0
A9944,-1,1,0.404632027555122,MAINTAIN,MONITOR,0.0,0.0
A9943,-1,2,0.3998979467796095,MAINTAIN,MONITOR,0.0,0.0
A1006,2,2,0.8108775992848379,MAINTAIN,MONITOR,0.0,0.0
A10058,-1,5,0.4098803579265215,MAINTAIN,MONITOR,0.0,0.0
A10055,-1,4,0.4786810174833073,MAINTAIN,MONITOR,0.0,0.0
A10051,0,4,0.7709793240319754,MAINTAIN,MONITOR,0.0,0.0
A10049,1,2,0.7065270028016983,MAINTAIN,MONITOR,0.0,0.0
A10048,2,5,0.4995071322814461,MAINTAIN,MONITOR,0.0,0.0
A10043,1,4,0.9857220522043708,MAINTAIN,MONITOR,0.0,0.0
A10041,-1,5,0.704216701663446,MAINTAIN,MONITOR,0.0,0.0
A1004,-1,2,0.7317432515421558,MAINTAIN,MONITOR,0.0,0.0
A10039,1,4,0.9185216174222476,MAINTAIN,MONITOR,0.0,0.0
A10036,0,5,0.3860665311097974,MAINTAIN,MONITOR,0.0,0.0
A10035,-1,2,0.4904441601730945,MAINTAIN,MONITOR,0.0,0.0
A10034,1,5,0.4156528574960271,MAINTAIN,MONITOR,0.0,0.0
A10033,0,5,0.8092604444371434,MAINTAIN,MONITOR,0.0,0.0
A10031,-1,2,0.4600059689962901,MAINTAIN,MONITOR,0.0,0.0
A1003,0,5,0.5321409964970005,MAINTAIN,MONITOR,0.0,0.0
A1008,1,4,0.9188693850875336,MAINTAIN,MONITOR,0.0,0.0
A10079,-1,1,0.40781946256275,MAINTAIN,MONITOR,0.0,0.0
A10076,-1,0,0.6863615833024268,MAINTAIN,MONITOR,0.0,0.0
